date,測站氣壓(hPa)StnPres,海平面氣壓(hPa)SeaPres,測站最高氣壓(hPa)StnPresMax,測站最高氣壓時間(LST)StnPresMaxTime,測站最低氣壓(hPa)StnPresMin,測站最低氣壓時間(LST)StnPresMinTime,Temperature,最高氣溫(℃)T Max,最高氣溫時間(LST)T Max Time,最低氣溫(℃)T Min,最低氣溫時間(LST)T Min Time,露點溫度(℃)Td dew point,相對溼度(%)RH,最小相對溼度(%)RHMin,最小相對溼度時間(LST)RHMinTime,風速(m/s)WS,風向(最多風向)(360degree)WD,最大陣風(m/s)WSGust,最大陣風風向(360degree)WDGust,最大陣風風速時間(LST)WGustTime,降水量(mm)Precp,降水時數(hr)PrecpHour,10分鐘最大降水量(mm)PrecpMax10,10分鐘最大降水起始時間(LST)PrecpMax10Time,一小時最大降水量(mm)PrecpHrMax,一小時最大降水量起始時間(LST)PrecpHrMaxTime,日照時數(hr)SunShine,日照率(%)SunShineRate,全天空日射量(MJ/㎡)GloblRad,能見度(km)VisbMean,A型蒸發量(mm)EvapA
2012-12-07,1014.3,1017.5,1016.5,2012-12-07 09:38,1012.0,2012-12-07 14:54,20.1,23.6,2012-12-07 14:53,17.3,2012-12-07 06:41,14.3,69,57,2012-12-07 11:19,2.6,20.0,7.0,30.0,2012-12-07 00:20,0.0,0.0,0.0,,0.0,,4.8,44.8,10.83,4.6,
2012-12-08,1011.7,1014.9,1013.7,2012-12-08 08:47,1009.4,2012-12-08 14:56,19.5,21.0,2012-12-08 11:50,18.1,2012-12-08 20:38,15.7,79,71,2012-12-08 11:08,3.9,20.0,12.4,10.0,2012-12-08 17:18,0.0,0.0,0.0,,0.0,,0.0,0.0,4.14,3.3,
2012-12-09,1011.5,1014.7,1013.3,2012-12-09 10:07,1010.0,2012-12-09 13:22,17.9,20.3,2012-12-09 14:05,15.7,2012-12-09 23:50,14.7,81,71,2012-12-09 19:08,3.7,20.0,8.5,40.0,2012-12-09 01:25,2.0,3.3,0.5,2012-12-09 02:26,1.5,2012-12-09 02:23,0.0,0.0,5.36,4.1,
2012-12-10,1012.8,1016.0,1014.4,2012-12-10 21:17,1011.4,2012-12-10 02:59,18.4,23.0,2012-12-10 12:35,15.2,2012-12-10 01:38,12.5,69,53,2012-12-10 12:35,3.0,20.0,9.0,10.0,2012-12-10 21:28,0.0,0.0,0.0,,0.0,,6.3,58.9,15.05,6.0,
2012-12-11,1014.1,1017.3,1016.1,2012-12-11 21:54,1012.4,2012-12-11 14:31,18.5,23.2,2012-12-11 13:18,15.6,2012-12-11 06:44,12.8,70,54,2012-12-11 13:27,4.4,10.0,12.5,20.0,2012-12-11 16:51,0.0,0.0,0.0,,0.0,,9.2,86.0,15.91,7.1,
2012-12-12,1016.2,1019.4,1018.0,2012-12-12 22:26,1014.4,2012-12-12 14:00,18.9,23.8,2012-12-12 13:18,15.0,2012-12-12 05:39,13.6,72,53,2012-12-12 13:11,3.0,20.0,8.9,10.0,2012-12-12 20:04,0.0,0.0,0.0,,0.0,,9.1,85.1,15.90,8.6,
2012-12-13,1017.0,1020.2,1018.7,2012-12-13 09:12,1015.0,2012-12-13 14:56,20.9,25.3,2012-12-13 14:16,18.0,2012-12-13 06:33,15.6,72,50,2012-12-13 14:01,2.5,30.0,7.4,30.0,2012-12-13 09:08,0.0,0.0,0.0,,0.0,,8.8,82.3,15.81,4.3,
2012-12-14,1015.8,1019.0,1018.3,2012-12-14 09:03,1013.8,2012-12-14 14:47,22.3,28.9,2012-12-14 13:27,17.2,2012-12-14 06:42,15.8,68,41,2012-12-14 13:27,2.1,30.0,7.6,360.0,2012-12-14 06:29,0.0,0.0,0.0,,0.0,,8.9,83.3,15.77,3.6,
2012-12-15,1013.0,1016.1,1014.8,2012-12-15 10:06,1011.0,2012-12-15 15:06,23.8,29.1,2012-12-15 15:05,19.6,2012-12-15 03:01,17.3,68,48,2012-12-15 15:04,1.9,30.0,6.5,340.0,2012-12-15 11:29,0.0,0.0,0.0,,0.0,,9.1,85.2,15.60,6.0,
2012-12-16,1012.6,1015.7,1014.5,2012-12-16 09:09,1010.4,2012-12-16 14:40,23.5,29.4,2012-12-16 13:39,20.1,2012-12-16 23:47,18.1,73,48,2012-12-16 13:09,2.6,20.0,11.4,20.0,2012-12-16 16:34,0.0,0.0,0.0,,0.0,,6.5,60.9,13.61,6.3,
2012-12-17,1013.6,1016.7,1015.0,2012-12-17 08:21,1011.6,2012-12-17 15:04,22.0,26.7,2012-12-17 14:15,19.0,2012-12-17 07:09,17.5,76,56,2012-12-17 14:24,3.1,20.0,12.5,10.0,2012-12-17 02:17,0.0,0.0,0.0,,0.0,,8.1,75.8,15.45,2.8,
2012-12-18,1015.5,1018.7,1017.3,2012-12-18 20:31,1013.5,2012-12-18 06:30,18.7,23.9,2012-12-18 11:47,13.8,2012-12-18 23:25,13.7,73,61,2012-12-18 13:42,5.3,20.0,15.4,10.0,2012-12-18 08:50,0.0,0.0,0.0,,0.0,,5.7,53.4,14.05,6.8,
2012-12-19,1016.5,1019.8,1018.1,2012-12-19 08:06,1014.1,2012-12-19 14:08,17.2,21.8,2012-12-19 14:33,13.0,2012-12-19 06:47,10.6,66,52,2012-12-19 14:33,4.0,20.0,12.6,20.0,2012-12-19 00:37,0.0,0.0,0.0,,0.0,,7.4,69.3,15.57,8.9,
2012-12-20,1015.7,1018.8,1018.1,2012-12-20 08:32,1013.1,2012-12-20 15:12,20.0,25.1,2012-12-20 14:26,16.1,2012-12-20 03:17,13.4,67,45,2012-12-20 13:32,2.9,30.0,7.5,350.0,2012-12-20 14:30,0.0,0.0,0.0,,0.0,,9.4,88.0,16.05,7.1,
2012-12-21,1013.7,1016.9,1015.4,2012-12-21 06:42,1011.1,2012-12-21 15:21,21.2,27.0,2012-12-21 11:36,16.3,2012-12-21 05:02,15.7,72,45,2012-12-21 12:42,2.2,30.0,9.1,30.0,2012-12-21 20:53,0.0,0.0,0.0,,0.0,,8.9,83.4,15.90,3.5,
2012-12-22,1014.0,1017.2,1016.1,2012-12-22 22:56,1011.7,2012-12-22 14:16,20.9,26.5,2012-12-22 12:28,16.6,2012-12-22 23:58,14.8,69,54,2012-12-22 11:21,4.9,20.0,13.5,350.0,2012-12-22 17:23,0.0,0.0,0.0,,0.0,,8.2,76.8,15.89,5.4,
2012-12-23,1018.3,1021.5,1020.3,2012-12-23 09:58,1015.8,2012-12-23 02:49,15.0,16.9,2012-12-23 00:44,12.4,2012-12-23 23:08,9.0,67,61,2012-12-23 11:27,6.9,20.0,17.3,10.0,2012-12-23 10:50,0.0,0.0,0.0,,0.0,,0.0,0.0,5.99,7.4,
2012-12-24,1018.0,1021.2,1020.5,2012-12-24 09:11,1015.8,2012-12-24 15:39,16.4,21.1,2012-12-24 13:28,12.2,2012-12-24 03:21,9.6,65,52,2012-12-24 13:09,2.1,30.0,9.4,10.0,2012-12-24 00:41,0.0,0.0,0.0,,0.0,,2.5,23.4,11.45,4.5,
2012-12-25,1016.8,1020.0,1019.1,2012-12-25 09:10,1014.2,2012-12-25 15:31,19.6,24.0,2012-12-25 13:39,17.4,2012-12-25 06:38,13.6,69,50,2012-12-25 13:02,3.5,20.0,9.3,20.0,2012-12-25 21:20,0.0,0.0,0.0,,0.0,,3.6,33.7,13.90,3.4,
2012-12-26,1015.0,1018.2,1016.8,2012-12-26 09:11,1012.8,2012-12-26 15:38,20.4,25.2,2012-12-26 14:49,17.2,2012-12-26 05:22,15.6,75,50,2012-12-26 15:17,2.4,20.0,6.4,10.0,2012-12-26 03:28,0.0,0.0,0.0,,0.0,,5.3,49.6,14.55,3.6,
2012-12-27,1013.8,1017.0,1016.0,2012-12-27 08:52,1011.0,2012-12-27 15:43,20.4,24.8,2012-12-27 13:31,18.4,2012-12-27 07:27,16.8,80,63,2012-12-27 13:30,2.9,30.0,14.6,20.0,2012-12-27 21:25,0.0,0.0,0.0,,0.0,,1.7,15.9,10.36,2.9,
2012-12-28,1012.9,1016.0,1015.4,2012-12-28 08:57,1010.4,2012-12-28 14:25,21.0,27.5,2012-12-28 14:41,17.3,2012-12-28 04:30,14.5,68,42,2012-12-28 13:57,4.4,20.0,16.1,20.0,2012-12-28 10:18,0.0,0.0,0.0,,0.0,,3.8,35.6,13.30,9.5,
2012-12-29,1011.8,1015.0,1014.0,2012-12-29 08:10,1009.7,2012-12-29 14:32,21.3,26.8,2012-12-29 12:53,17.8,2012-12-29 06:51,16.5,75,54,2012-12-29 13:29,2.6,20.0,9.1,20.0,2012-12-29 23:42,0.5,0.4,0.5,2012-12-29 23:42,0.5,2012-12-29 23:42,9.3,87.0,15.86,5.3,
2012-12-30,1014.0,1017.3,1017.2,2012-12-30 21:47,1011.0,2012-12-30 00:53,13.6,19.9,2012-12-30 00:01,10.3,2012-12-30 19:59,8.1,70,52,2012-12-30 23:36,8.6,20.0,22.4,20.0,2012-12-30 06:56,5.0,3.7,1.8,2012-12-30 05:18,3.8,2012-12-30 04:55,0.4,3.7,7.99,9.0,
2012-12-31,1017.1,1020.4,1019.5,2012-12-31 09:43,1015.4,2012-12-31 15:13,12.2,16.3,2012-12-31 15:39,9.5,2012-12-31 05:06,4.2,58,51,2012-12-31 00:14,4.3,20.0,14.5,20.0,2012-12-31 00:09,0.0,0.0,0.0,,0.0,,2.2,20.6,11.46,6.6,
2013-01-01,1016.3,1019.5,1018.5,2013-01-01 09:19,1014.3,2013-01-01 14:50,15.9,20.1,2013-01-01 13:03,11.4,2013-01-01 01:03,8.7,63,49,2013-01-01 14:16,3.4,30.0,9.1,360.0,2013-01-01 13:52,0.0,0.0,0.0,,0.0,,2.0,18.7,11.66,5.0,
2013-01-02,1015.9,1019.1,1017.5,2013-01-02 09:59,1014.0,2013-01-02 15:30,18.5,22.7,2013-01-02 16:05,15.0,2013-01-02 03:15,13.2,72,57,2013-01-02 12:09,4.2,20.0,12.8,20.0,2013-01-02 13:52,0.0,0.0,0.0,,0.0,,3.4,31.7,11.95,3.8,
2013-01-03,1017.6,1020.8,1018.9,2013-01-03 09:14,1016.2,2013-01-03 14:58,16.8,19.2,2013-01-03 13:21,14.5,2013-01-03 23:53,13.1,79,72,2013-01-03 11:52,4.9,20.0,12.8,20.0,2013-01-03 16:44,1.0,1.0,0.5,2013-01-03 00:43,0.5,2013-01-03 00:43,0.1,0.9,7.83,5.5,
2013-01-04,1015.1,1018.3,1018.0,2013-01-04 00:01,1012.4,2013-01-04 15:26,16.8,21.2,2013-01-04 14:25,13.5,2013-01-04 04:34,12.4,76,59,2013-01-04 13:54,4.5,20.0,11.5,30.0,2013-01-04 01:28,0.0,0.0,0.0,,0.0,,7.2,67.1,15.11,5.5,
2013-01-05,1013.0,1016.2,1014.5,2013-01-05 08:04,1010.9,2013-01-05 14:20,17.8,22.2,2013-01-05 13:07,15.7,2013-01-05 22:50,14.1,79,64,2013-01-05 12:56,5.3,20.0,13.9,40.0,2013-01-05 14:59,0.0,0.0,0.0,,0.0,,8.0,74.6,16.95,5.5,
2013-01-06,1013.3,1016.4,1015.2,2013-01-06 08:58,1011.1,2013-01-06 14:31,18.5,24.7,2013-01-06 13:34,15.1,2013-01-06 04:51,14.8,80,60,2013-01-06 12:09,4.3,20.0,10.5,20.0,2013-01-06 19:30,0.0,0.0,0.0,,0.0,,9.1,84.7,17.08,4.0,
2013-01-07,1012.7,1015.8,1015.0,2013-01-07 09:07,1010.2,2013-01-07 15:21,19.8,24.8,2013-01-07 13:56,17.5,2013-01-07 01:11,15.9,78,62,2013-01-07 13:42,4.2,20.0,11.4,10.0,2013-01-07 03:31,0.0,0.0,0.0,,0.0,,5.6,52.1,15.66,3.5,
2013-01-08,1012.6,1015.8,1014.7,2013-01-08 09:03,1010.5,2013-01-08 15:18,18.8,21.3,2013-01-08 15:43,17.2,2013-01-08 23:26,15.5,81,73,2013-01-08 15:43,4.6,20.0,12.0,30.0,2013-01-08 02:45,0.0,0.0,0.0,,0.0,,0.0,0.0,7.05,3.9,
2013-01-09,1014.0,1017.2,1015.4,2013-01-09 22:55,1012.0,2013-01-09 14:52,16.1,18.2,2013-01-09 14:53,13.9,2013-01-09 22:10,12.8,81,71,2013-01-09 14:43,5.3,20.0,13.0,20.0,2013-01-09 17:44,3.0,2.1,0.3,2013-01-09 21:40,1.6,2013-01-09 21:30,0.0,0.0,5.08,4.8,
2013-01-10,1015.3,1018.5,1017.2,2013-01-10 08:51,1013.8,2013-01-10 14:55,16.2,19.9,2013-01-10 15:04,14.2,2013-01-10 23:56,11.9,76,62,2013-01-10 14:09,5.0,20.0,11.9,20.0,2013-01-10 08:14,0.5,0.1,0.5,2013-01-10 03:30,0.5,2013-01-10 03:30,0.2,1.9,8.61,5.3,
2013-01-11,1015.8,1019.1,1017.8,2013-01-11 08:34,1014.3,2013-01-11 15:11,16.5,20.0,2013-01-11 14:56,13.0,2013-01-11 06:43,12.6,78,63,2013-01-11 11:33,4.1,20.0,11.4,20.0,2013-01-11 19:53,0.0,0.0,0.0,,0.0,,0.8,7.4,8.47,4.3,
2013-01-12,1012.8,1016.0,1016.4,2013-01-12 00:14,1010.5,2013-01-12 18:19,18.7,22.2,2013-01-12 13:22,16.2,2013-01-12 00:01,15.4,82,68,2013-01-12 13:46,4.8,20.0,11.9,10.0,2013-01-12 00:39,0.0,0.0,0.0,,0.0,,0.2,1.9,10.51,2.5,
2013-01-13,1008.9,1012.1,1010.8,2013-01-13 00:02,1006.3,2013-01-13 14:26,17.5,21.4,2013-01-13 14:31,15.0,2013-01-13 23:52,14.6,83,71,2013-01-13 10:41,5.8,20.0,19.4,20.0,2013-01-13 18:01,3.0,1.5,2.0,2013-01-13 03:22,2.5,2013-01-13 03:12,1.4,13.0,8.68,5.3,
2013-01-14,1014.2,1017.4,1016.8,2013-01-14 23:29,1009.9,2013-01-14 00:01,15.9,21.2,2013-01-14 15:01,13.1,2013-01-14 23:43,9.3,66,49,2013-01-14 14:37,5.1,20.0,17.9,10.0,2013-01-14 02:04,0.0,0.0,0.0,,0.0,,9.5,87.9,18.39,8.9,
2013-01-15,1017.3,1020.5,1019.0,2013-01-15 07:52,1015.2,2013-01-15 14:30,16.6,21.9,2013-01-15 12:07,12.6,2013-01-15 05:42,11.2,71,55,2013-01-15 12:02,2.1,20.0,7.5,320.0,2013-01-15 14:30,0.0,0.0,0.0,,0.0,,9.2,85.0,17.72,2.9,
2013-01-16,1018.0,1021.2,1019.7,2013-01-16 08:46,1015.6,2013-01-16 13:44,17.3,22.9,2013-01-16 13:46,14.4,2013-01-16 02:05,13.2,78,44,2013-01-16 13:28,3.6,30.0,8.9,320.0,2013-01-16 14:11,0.0,0.0,0.0,,0.0,,8.4,77.5,17.08,2.0,
2013-01-17,1019.7,1023.0,1021.4,2013-01-17 23:54,1017.8,2013-01-17 13:56,15.6,21.0,2013-01-17 13:30,12.0,2013-01-17 23:13,10.6,73,54,2013-01-17 13:28,5.3,20.0,17.1,20.0,2013-01-17 16:33,0.0,0.0,0.0,,0.0,,8.4,77.5,16.51,1.7,
2013-01-18,1021.5,1024.8,1024.2,2013-01-18 09:17,1019.2,2013-01-18 14:45,14.4,19.7,2013-01-18 14:38,11.0,2013-01-18 05:33,7.0,62,47,2013-01-18 13:42,4.3,20.0,12.3,30.0,2013-01-18 00:05,0.0,0.0,0.0,,0.0,,8.7,80.1,16.90,6.3,
2013-01-19,1019.6,1022.8,1021.8,2013-01-19 09:24,1016.9,2013-01-19 15:00,16.0,21.3,2013-01-19 14:05,11.6,2013-01-19 05:35,10.2,70,50,2013-01-19 12:14,2.6,30.0,7.1,20.0,2013-01-19 23:06,0.0,0.0,0.0,,0.0,,9.0,82.8,16.64,3.8,
2013-01-20,1018.6,1021.8,1021.4,2013-01-20 09:03,1016.1,2013-01-20 15:02,17.9,23.7,2013-01-20 14:12,14.4,2013-01-20 05:58,12.6,72,43,2013-01-20 14:12,3.1,30.0,8.1,30.0,2013-01-20 01:10,0.0,0.0,0.0,,0.0,,6.5,59.7,16.06,2.7,
2013-01-21,1017.0,1020.2,1018.8,2013-01-21 09:16,1015.2,2013-01-21 15:19,20.2,24.9,2013-01-21 12:17,16.2,2013-01-21 06:52,13.6,67,47,2013-01-21 14:34,1.6,350.0,6.0,20.0,2013-01-21 15:10,0.0,0.0,0.0,,0.0,,2.6,23.9,12.85,3.4,
2013-01-22,1015.7,1018.9,1018.1,2013-01-22 09:00,1013.7,2013-01-22 14:55,20.2,25.6,2013-01-22 13:33,17.1,2013-01-22 23:44,15.1,73,53,2013-01-22 13:17,2.7,20.0,9.3,360.0,2013-01-22 15:58,0.0,0.0,0.0,,0.0,,0.9,8.3,11.84,1.6,
2013-01-23,1015.0,1018.2,1017.5,2013-01-23 09:08,1012.6,2013-01-23 15:41,18.4,23.5,2013-01-23 14:12,16.1,2013-01-23 23:55,14.5,78,62,2013-01-23 13:25,4.2,20.0,10.1,30.0,2013-01-23 07:05,0.0,0.0,0.0,,0.0,,5.1,46.7,15.81,2.7,
2013-01-24,1014.0,1017.2,1015.8,2013-01-24 09:29,1012.4,2013-01-24 14:25,18.3,21.6,2013-01-24 10:33,15.9,2013-01-24 05:34,13.8,75,66,2013-01-24 10:23,3.1,20.0,8.2,20.0,2013-01-24 18:00,0.0,0.0,0.0,,0.0,,1.6,14.6,8.44,2.0,
2013-01-25,1014.2,1017.4,1015.6,2013-01-25 09:41,1012.6,2013-01-25 14:33,17.1,20.9,2013-01-25 12:37,14.4,2013-01-25 23:06,12.0,73,56,2013-01-25 14:18,5.2,20.0,14.3,30.0,2013-01-25 03:50,0.0,0.0,0.0,,0.0,,1.5,13.7,11.75,1.9,
2013-01-26,1015.0,1018.2,1016.9,2013-01-26 09:36,1012.8,2013-01-26 15:02,16.1,20.9,2013-01-26 13:25,13.5,2013-01-26 04:55,11.7,76,56,2013-01-26 15:45,4.7,20.0,10.8,10.0,2013-01-26 07:57,0.0,0.0,0.0,,0.0,,6.4,58.4,15.66,2.6,
2013-01-27,1016.6,1019.8,1018.4,2013-01-27 20:38,1014.8,2013-01-27 14:40,17.1,22.3,2013-01-27 14:18,14.7,2013-01-27 00:59,10.9,68,50,2013-01-27 14:17,4.3,20.0,11.5,20.0,2013-01-27 15:07,0.0,0.0,0.0,,0.0,,6.8,61.9,16.59,4.3,
2013-01-28,1018.0,1021.2,1019.8,2013-01-28 09:07,1016.9,2013-01-28 14:26,16.9,22.4,2013-01-28 13:41,12.7,2013-01-28 06:33,10.0,65,48,2013-01-28 11:46,3.1,20.0,7.4,30.0,2013-01-28 03:55,0.0,0.0,0.0,,0.0,,9.0,81.8,18.40,5.6,
2013-01-29,1018.7,1021.9,1020.2,2013-01-29 09:46,1017.2,2013-01-29 14:47,18.6,24.5,2013-01-29 13:24,14.3,2013-01-29 06:27,11.6,66,42,2013-01-29 12:51,2.9,20.0,8.7,350.0,2013-01-29 14:23,0.0,0.0,0.0,,0.0,,9.5,86.3,18.31,6.0,
2013-01-30,1019.3,1022.5,1021.3,2013-01-30 09:00,1017.5,2013-01-30 15:33,18.9,26.1,2013-01-30 14:45,13.8,2013-01-30 05:06,11.6,65,33,2013-01-30 14:03,2.6,30.0,8.7,340.0,2013-01-30 16:42,0.0,0.0,0.0,,0.0,,9.6,87.1,18.81,3.7,
2013-01-31,1018.6,1021.8,1020.5,2013-01-31 09:08,1016.6,2013-01-31 14:50,19.8,26.3,2013-01-31 13:40,15.0,2013-01-31 06:47,12.3,63,34,2013-01-31 13:30,2.5,30.0,8.0,310.0,2013-01-31 15:06,0.0,0.0,0.0,,0.0,,9.8,88.7,19.25,3.3,
2013-02-01,1016.9,1020.1,1018.8,2013-02-01 10:05,1015.2,2013-02-01 15:29,21.8,27.2,2013-02-01 14:39,17.1,2013-02-01 04:38,12.1,55,39,2013-02-01 12:44,2.3,20.0,8.5,360.0,2013-02-01 12:39,0.0,0.0,0.0,,0.0,,8.4,75.9,16.95,3.6,
2013-02-02,1016.5,1019.6,1018.1,2013-02-02 09:41,1014.6,2013-02-02 15:08,22.4,27.1,2013-02-02 14:14,19.4,2013-02-02 22:59,15.6,66,53,2013-02-02 14:58,2.6,20.0,8.2,30.0,2013-02-02 09:21,0.0,0.0,0.0,,0.0,,5.6,50.6,16.07,3.9,
2013-02-03,1016.2,1019.3,1019.5,2013-02-03 09:37,1013.1,2013-02-03 15:53,20.8,27.1,2013-02-03 15:53,18.7,2013-02-03 09:41,17.2,80,61,2013-02-03 15:53,3.1,30.0,9.3,20.0,2013-02-03 18:17,1.5,1.4,1.0,2013-02-03 10:00,1.4,2013-02-03 09:10,2.1,18.9,11.83,2.4,
2013-02-04,1015.5,1018.6,1017.0,2013-02-04 07:36,1013.5,2013-02-04 14:44,23.3,28.9,2013-02-04 13:34,18.9,2013-02-04 00:07,18.5,75,58,2013-02-04 13:50,2.1,30.0,7.3,290.0,2013-02-04 15:08,0.0,0.0,0.0,,0.0,,6.9,62.1,16.58,3.0,
2013-02-05,1014.8,1018.0,1017.1,2013-02-05 09:23,1013.2,2013-02-05 14:54,22.7,25.3,2013-02-05 14:37,20.1,2013-02-05 09:28,17.9,75,61,2013-02-05 20:41,3.0,20.0,10.0,360.0,2013-02-05 16:03,0.0,0.0,0.0,,0.0,,0.4,3.6,9.86,3.3,
2013-02-06,1013.3,1016.4,1015.0,2013-02-06 08:32,1011.4,2013-02-06 14:49,22.5,27.9,2013-02-06 11:27,19.2,2013-02-06 23:59,17.4,73,53,2013-02-06 11:26,3.1,20.0,10.1,340.0,2013-02-06 15:23,0.0,0.0,0.0,,0.0,,7.7,69.1,19.16,3.4,
2013-02-07,1011.8,1015.0,1013.4,2013-02-07 07:56,1009.5,2013-02-07 15:09,21.1,27.5,2013-02-07 12:14,18.1,2013-02-07 23:38,16.2,75,50,2013-02-07 12:14,4.2,20.0,12.7,20.0,2013-02-07 17:25,0.0,0.0,0.0,,0.0,,7.6,68.1,18.51,2.7,
2013-02-08,1014.8,1018.0,1017.5,2013-02-08 21:33,1012.5,2013-02-08 02:10,18.5,24.0,2013-02-08 14:05,14.9,2013-02-08 23:59,12.7,70,52,2013-02-08 14:04,5.1,20.0,12.8,40.0,2013-02-08 08:09,0.0,0.0,0.0,,0.0,,5.3,47.4,16.46,6.5,
2013-02-09,1017.2,1020.4,1018.6,2013-02-09 08:50,1015.4,2013-02-09 15:43,16.9,23.3,2013-02-09 12:54,13.5,2013-02-09 05:15,11.6,71,53,2013-02-09 12:54,4.4,20.0,11.3,30.0,2013-02-09 15:15,0.0,0.0,0.0,,0.0,,9.5,84.8,20.06,7.9,
2013-02-10,1016.3,1019.5,1018.0,2013-02-10 09:18,1014.2,2013-02-10 15:24,17.1,22.0,2013-02-10 14:26,14.3,2013-02-10 05:23,12.5,75,59,2013-02-10 14:15,4.4,20.0,11.7,20.0,2013-02-10 08:58,0.0,0.0,0.0,,0.0,,7.6,67.7,19.44,5.1,
2013-02-11,1016.1,1019.3,1018.2,2013-02-11 09:14,1014.4,2013-02-11 15:08,17.8,22.3,2013-02-11 14:56,15.2,2013-02-11 01:43,13.4,76,60,2013-02-11 14:52,4.1,20.0,9.9,20.0,2013-02-11 23:03,0.0,0.0,0.0,,0.0,,5.8,51.6,16.17,3.3,
2013-02-12,1015.7,1018.8,1017.5,2013-02-12 09:20,1014.0,2013-02-12 14:45,19.1,26.0,2013-02-12 12:42,15.9,2013-02-12 02:56,14.1,74,52,2013-02-12 12:19,4.5,20.0,11.5,10.0,2013-02-12 16:42,0.0,0.0,0.0,,0.0,,8.8,78.2,20.19,3.8,
2013-02-13,1015.3,1018.5,1017.2,2013-02-13 08:44,1013.7,2013-02-13 15:22,18.8,24.1,2013-02-13 13:45,15.1,2013-02-13 05:17,12.9,69,53,2013-02-13 12:48,4.2,20.0,10.9,10.0,2013-02-13 04:22,0.0,0.0,0.0,,0.0,,2.4,21.3,16.60,5.8,
2013-02-14,1013.7,1016.8,1015.6,2013-02-14 07:57,1011.6,2013-02-14 15:41,21.2,26.4,2013-02-14 13:58,16.9,2013-02-14 06:42,15.4,70,52,2013-02-14 12:35,3.1,30.0,8.9,350.0,2013-02-14 13:37,0.0,0.0,0.0,,0.0,,7.8,69.0,19.20,2.3,
2013-02-15,1013.2,1016.4,1014.7,2013-02-15 09:37,1011.1,2013-02-15 15:03,22.0,28.2,2013-02-15 12:44,15.8,2013-02-15 23:57,15.5,67,49,2013-02-15 12:16,4.2,20.0,13.0,350.0,2013-02-15 23:00,0.0,0.0,0.0,,0.0,,9.6,84.8,21.50,4.2,
2013-02-16,1014.7,1017.9,1016.8,2013-02-16 09:03,1012.8,2013-02-16 15:32,19.3,26.4,2013-02-16 13:56,15.7,2013-02-16 00:15,13.1,68,49,2013-02-16 13:42,3.9,20.0,11.7,20.0,2013-02-16 00:13,0.0,0.0,0.0,,0.0,,8.5,75.0,19.83,4.0,
2013-02-17,1012.5,1015.6,1014.5,2013-02-17 00:01,1010.3,2013-02-17 14:52,20.8,25.9,2013-02-17 13:17,17.0,2013-02-17 05:59,15.5,72,54,2013-02-17 13:16,2.3,30.0,7.1,30.0,2013-02-17 07:05,0.0,0.0,0.0,,0.0,,8.5,74.8,19.90,3.3,
2013-02-18,1010.5,1013.6,1012.2,2013-02-18 09:24,1008.3,2013-02-18 15:38,24.3,28.0,2013-02-18 14:14,20.0,2013-02-18 05:48,18.5,70,55,2013-02-18 10:45,2.4,50.0,10.5,220.0,2013-02-18 16:45,0.0,0.0,0.0,,0.0,,9.9,87.0,20.72,6.3,
2013-02-19,1011.7,1014.8,1014.8,2013-02-19 23:55,1009.6,2013-02-19 04:32,22.2,27.5,2013-02-19 13:09,14.9,2013-02-19 23:05,17.6,76,60,2013-02-19 13:46,3.8,20.0,14.5,40.0,2013-02-19 22:12,0.0,0.0,0.0,,0.0,,8.6,75.4,20.19,4.8,
2013-02-20,1015.5,1018.7,1017.5,2013-02-20 23:12,1013.3,2013-02-20 14:58,17.8,24.1,2013-02-20 14:25,14.6,2013-02-20 03:05,12.6,72,55,2013-02-20 14:23,4.9,20.0,13.0,30.0,2013-02-20 01:00,0.0,0.0,0.0,,0.0,,4.8,42.0,16.80,8.3,
2013-02-21,1016.2,1019.4,1018.5,2013-02-21 09:21,1013.7,2013-02-21 15:38,18.2,23.9,2013-02-21 13:31,15.3,2013-02-21 04:48,14.5,80,60,2013-02-21 13:30,4.6,20.0,10.2,20.0,2013-02-21 22:41,0.0,0.0,0.0,,0.0,,6.6,57.7,18.84,2.8,
2013-02-22,1017.2,1020.4,1019.0,2013-02-22 22:49,1015.5,2013-02-22 14:14,18.0,24.0,2013-02-22 13:14,15.0,2013-02-22 07:38,14.1,79,57,2013-02-22 12:48,5.3,20.0,13.4,20.0,2013-02-22 18:15,0.0,0.0,0.0,,0.0,,7.1,62.0,19.69,3.9,
2013-02-23,1018.1,1021.3,1020.1,2013-02-23 09:38,1015.7,2013-02-23 14:34,18.7,25.0,2013-02-23 14:20,15.7,2013-02-23 02:03,13.7,74,53,2013-02-23 13:54,4.2,20.0,12.7,20.0,2013-02-23 00:15,0.0,0.0,0.0,,0.0,,8.2,71.4,20.30,4.1,
2013-02-24,1017.7,1020.9,1019.3,2013-02-24 10:07,1015.6,2013-02-24 15:02,18.5,22.3,2013-02-24 12:35,16.1,2013-02-24 23:33,15.0,81,68,2013-02-24 13:36,2.5,330.0,7.8,320.0,2013-02-24 16:00,0.0,0.0,0.0,,0.0,,5.1,44.3,17.01,2.5,
2013-02-25,1016.3,1019.5,1018.5,2013-02-25 00:02,1014.2,2013-02-25 15:49,20.3,26.5,2013-02-25 14:34,15.9,2013-02-25 01:41,15.9,77,54,2013-02-25 12:24,2.2,30.0,7.2,20.0,2013-02-25 02:12,0.0,0.0,0.0,,0.0,,8.5,73.8,20.10,1.9,
